,title,abstract
155,Effect of transcranial direct current stimulation combined with gait and mobility training on functionality in children with cerebral palsy: study protocol for a double-blind randomized controlled clinical trial.,"Background:The project proposes three innovative intervention techniques (treadmill training, mobility training with virtual reality and transcranial direct current stimulation that can be safely administered to children with cerebral palsy. The combination of transcranial stimulation and physical therapy resources will provide the training of a specific task with multiple rhythmic repetitions of the phases of the gait cycle, providing rich sensory stimuli with a modified excitability threshold of the primary motor cortex to enhance local synaptic efficacy and potentiate motor learning.Methods/design:A prospective, double-blind, randomized, controlled, analytical, clinical trial will be carried out.Eligible participants will be children with cerebral palsy classified on levels I, II and III of the Gross Motor Function Classification System between four and ten years of age. The participants will be randomly allocated to four groups: 1) gait training on a treadmill with placebo transcranial stimulation; 2) gait training on a treadmill with active transcranial stimulation; 3) mobility training with virtual reality and placebo transcranial stimulation; 4) mobility training with virtual reality and active transcranial stimulation. Transcranial direct current stimulation will be applied with the anodal electrode positioned in the region of the dominant hemisphere over C3, corresponding to the primary motor cortex, and the cathode positioned in the supraorbital region contralateral to the anode. A 1 mA current will be applied for 20 minutes. Treadmill training and mobility training with virtual reality will be performed in 30-minute sessions five times a week for two weeks (total of 10 sessions). Evaluations will be performed on four occasions: one week prior to the intervention; one week following the intervention; one month after the end of the intervention;and 3 months after the end of the intervention. The evaluations will involve three-dimensional gait analysis, analysis of cortex excitability (motor threshold and motor evoked potential), Six-Minute Walk Test, Timed Up-and-Go Test, Pediatric Evaluation Disability Inventory, Gross Motor Function Measure, Berg Balance Scale, stabilometry, maximum respiratory pressure and an effort test.Discussion:This paper offers a detailed description of a prospective, double-blind, randomized, controlled, analytical, clinical trial aimed at demonstrating the effect combining transcranial stimulation with treadmill and mobility training on functionality and primary cortex excitability in children with Cerebral Palsy classified on Gross Motor Function Classification System levels I, II and III. The results will be published and will contribute to evidence regarding the use of treadmill training on this population.Trial registration:ReBEC RBR-9B5DH7."
156,Neonatal neuroimaging predicts recruitment of contralesional corticospinal tracts following perinatal brain injury.,"Aim:Unilateral perinatal brain injury may result in recruitment of ipsilateral projections originating in the unaffected hemisphere and development of unilateral spastic cerebral palsy (USCP). The aim of this study was to assess the predictive value of neonatal neuroimaging following perinatal brain injury for recruitment of ipsilateral corticospinal tracts.Method:Neonatal magnetic resonance imaging (MRI) and cranial ultrasound scans of 37 children (20 males, 17 females; median [range] gestational age 36 wks(+4) [26(+6) -42wks(+5) ] and birthweight 2312 g ([770-5230g]) with unilateral perinatal arterial ischaemic stroke (n=23) or periventricular haemorrhagic infarction (n=14) were reviewed and scored for involvement of the corticospinal trajectory. Hand function was assessed using the Assisting Hand Assessment (AHA) and transcranial magnetic stimulation (TMS) was performed (age range 7y 4mo-18y and 7mo) to determine the type of cortical motor organization (normal, mixed or ipsilateral). Neuroimaging scores were used to predict TMS patterns.Results:Eighteen children developed USCP with ipsilateral corticospinal tract projections in 13 children (eight mixed, five ipsilateral). AHA scores decreased with increased ipsilateral projections. Asymmetry of the corticospinal tracts seen on neonatal MRI was predictive of development of USCP and recruitment of ipsilateral tracts (positive and negative predictive value of 73% and 91%).Interpretation:Neonatal neuroimaging can predict recruitment of ipsilateral corticospinal tracts. Early knowledge of the expected pattern of cortical motor organization will allow early identification of children eligible for early therapy."
157,Can noninvasive brain stimulation measure and modulate developmental plasticity to improve function in stroke-induced cerebral palsy?,"The permanent nature of motor deficits is a consistent cornerstone of cerebral palsy definitions. Such pessimism is disheartening to children, families, and researchers alike and may no longer be appropriate for it ignores the fantastic plastic potential of the developing brain. Perinatal stroke is presented as the ideal human model of developmental neuroplasticity following distinct, well-defined, focal perinatal brain injury. Elegant animal models are merging with human applied technology methods, including noninvasive brain stimulation for increasingly sophisticated models of plastic motor development following perinatal stroke. In this article, how potential central therapeutic targets are identified and potentially modulated to enhance motor function within these models is discussed. Also, future directions and emerging clinical trials are reviewed."
158,Training to enhance walking in children with cerebral palsy: are we missing the window of opportunity?,"The objective of this paper is to (1) identify from the literature a potential critical period for the maturation of the corticospinal tract (CST) and (2) report pilot data on an intensive, activity-based therapy applied during this period, in children with lesions to the CST. The best estimate of the CST critical period for the legs is when the child is younger than 2 years of age. Previous interventions for walking in children with CST damage were mainly applied after this age. Our preliminary results with training children younger than 2 years showed improvements in walking that exceeded all previous reports. Further, we refined techniques for measuring motor and sensory pathways to and from the legs, so that changes can be measured at this young age. Previous activity-based therapies may have been applied too late in development. A randomized controlled trial is now underway to determine if intensive leg therapy improves the outcome of children with early stroke."
159,Efficacy of coupling inhibitory and facilitatory repetitive transcranial magnetic stimulation to enhance motor recovery in hemiplegic stroke patients.,"Background and purpose:Although there has been extensive research on the effectiveness of repetitive transcranial magnetic stimulation (rTMS) to improve patients' motor performance after experiencing chronic stroke, explicit findings on the coupling of different rTMS protocols are meager. We designed this sham-controlled randomized study to investigate the potential for a consecutive suppressive-facilitatory TMS protocol to improve motor outcomes after chronic stroke.Methods:Fifty-four chronic hemiplegic stroke patients were allocated across 4 groups to undergo 20 daily sessions of (1) 1 Hz rTMS over the contralesional primary motor cortex (M1) and then intermittent theta burst stimulation over the ipsilesional M1 (group A); (2) contralesional sham stimulation and then ipsilesional real intermittent theta burst stimulation (group B); (3) contralesional real 1 Hz rTMS and then ipsilesional sham stimulation (group C); or (4) bilateral sham-control procedures (group D). We tested cortical excitability and motor activity assessments at the baseline, postpriming rTMS, and postconsequent rTMS periods.Results:At post, group A showed greater muscle strength, Fugl-Meyer Assessment (FMA), Wolf Motor Function test, and reaction time improvement in comparison with group B (P<0.001≈0.003) and group C (P=0.001≈0.003). Correlation analyses in group A revealed a close relation between contralesional map area decrement and Wolf Motor Function test gain (P=0.005; r=-0.75), and also revealed ipsilesional map area increment and reaction time decrement (P=0.02; r=-0.87). We detected no such relations in the other 3 groups.Conclusions:Our clinical trials established an extended timeframe during which conditioning could be safely continued and produced more favorable outcomes in facilitating motor performance and ameliorating interhemispheric imbalance than those obtained from single-course rTMS modulation alone."
160,[Effect of infra-low-frequency transcranial magnetic stimulation on motor function in children with spastic cerebral palsy].,"Objective:To study the therapeutic effects of infra-low-frequency transcranial magnetic stimulation in children with spastic cerebral palsy.Methods:Seventy-five children with spastic cerebral palsy were randomly divided into two groups: control (n=33) and treatment groups (n=42). The treatment group accepted infra-low-frequency transcranial magnetic stimulation besides conventional comprehensive rehabilitation therapy. The control group only accepted conventional comprehensive rehabilitation therapy. Motor functions were assessed by gross motor function measure (GMFM) and fine motor function measure (FMFM) at one and three months after treatment.Results:Improvement in the ability to sit in the treatment was better than in the control group at one month after treatment (P<0.05). Improvement in the ability to sit, crawl and kneel, total score of GMFM, and improvement of joint active ability of limbs, grasping ability and operating ability in the treatment group were better than the control group at three months after treatment (P<0.05).Conclusions:Infra-low-frequency transcranial magnetic stimulation can effectively improve motor function in children with spastic cerebral palsy."
161,Modeling developmental plasticity after perinatal stroke: defining central therapeutic targets in cerebral palsy.,"Perinatal stroke is presented as the ideal human model of developmental neuroplasticity. The precise timing, mechanisms, and locations of specific perinatal stroke diseases provide common examples of well defined, focal, perinatal brain injuries. Motor disability (hemiparetic cerebral palsy) constitutes the primary adverse outcome and the focus of models explaining how motor systems develop in health and after early injury. Combining basic science animal work with human applied technology (functional magnetic resonance imaging, diffusion tensor imaging, and transcranial magnetic stimulation), a model of plastic motor development after perinatal stroke is presented. Potential central therapeutic targets are revealed. The means to measure and modulate these targets, including evidence-based rehabilitation therapies and noninvasive brain stimulation, are suggested. Implications for clinical trials and future directions are discussed."
162,Updates in the treatment of spasticity associated with cerebral palsy.,"Spasticity affects up to 80 % of patients with cerebral palsy (CP) and often plays a significant role in limiting the child's ability to function and participate in daily activities. The treatment of spasticity involves a multifaceted approach that includes pharmacological treatment with antispasmodics, physical therapy to maintain range of motion and prevent contractures, as well as a variety of orthopedic and neurosurgical interventions. Pharmacological agents currently used in clinical practice to treat spasticity in children have existed for almost two decades and continue to be used despite lack of solid evidence for their efficacy. Studies detailing safety profiles and optimal dosing in the pediatric population are greatly warranted. Intramuscular injection of botulinum neurotoxin is becoming increasingly popular for the treatment of segmental spasticity and current literature suggests it is safe and effective (Level A). Constraint-induced movement therapy (CIMT) and repetitive transcranial magnetic stimulation (rTMS) are emerging as effective interventions in improving motor function in hemiplegic CP. However, the role of these as of yet >interventions in reducing spasticity remains to be clarified."
163,Reduced corticomotor excitability and motor skills development in children born preterm.,"The mechanisms underlying the altered neurodevelopment commonly experienced by children born preterm, but without brain lesions, remain unknown. While individuals born the earliest are at most risk, late preterm children also experience significant motor, cognitive and behavioural dysfunction from school age, and reduced income and educational attainment in adulthood. We used transcranial magnetic stimulation and functional assessments to examine corticomotor development in 151 children without cerebral palsy, aged 10-13 years and born after gestations of 25-41 completed weeks. We hypothesized that motor cortex and corticospinal development are altered in preterm children, which underpins at least some of their motor dysfunction. We report for the first time that every week of reduced gestation is associated with a reduction in corticomotor excitability that remains evident in late childhood. This reduced excitability was associated with poorer motor skill development, particularly manual dexterity. However, child adiposity, sex and socio-economic factors regarding the child's home environment soon after birth were also powerful influences on development of motor skills. Preterm birth was also associated with reduced left hemisphere lateralization, but without increasing the likelihood of being left handed per se. These corticomotor findings have implications for normal motor development, but also raise questions regarding possible longer term consequences of preterm birth on motor function."
164,Motor cortical functional geometry in cerebral palsy and its relationship to disability.,"Objective:To investigate motor cortical map patterns in children with diplegic and hemiplegic cerebral palsy (CP), and the relationships between motor cortical geometry and motor function in CP.Methods:Transcranial magnetic stimulation (TMS) was used to map motor cortical representations of the first dorsal interosseus (FDI) and tibialis anterior (TA) muscles in 13 children with CP (age 9-16 years, 6 males.) The Gross Motor Function Measure (GMFM) and Melbourne upper extremity function were used to quantify motor ability.Results:In the hemiplegic participants (N = 7), the affected (right) FDI cortical representation was mapped on the ipsilateral (N = 4), contralateral (N = 2), or bilateral (N = 1) cortex. Participants with diplegia (N = 6) showed either bilateral (N = 2) or contralateral (N = 4) cortical hand maps. The FDI and TA motor map center-of-gravity mediolateral location ranged from 2-8 cm and 3-6 cm from the midline, respectively. Among diplegics, more lateral FDI representation locations were associated with lower Melbourne scores, i.e. worse hand motor function (Spearman's rho = -0.841, p = 0.036).Conclusions:Abnormalities in TMS-derived motor maps cut across the clinical classifications of hemiplegic and diplegic CP. The lateralization of the upper and lower extremity motor representation demonstrates reorganization after insults to the affected hemispheres of both diplegic and hemiplegic children.Significance:The current study is a step towards defining the relationship between changes in motor maps and functional impairments in CP. These results suggest the need for further work to develop improved classification schemes that integrate clinical, radiologic, and neurophysiologic measures in CP."
165,Subthalamic deep brain stimulation modulates small fiber-dependent sensory thresholds in Parkinson's disease.,"The effects of deep brain stimulation of the subthalamic nucleus on nonmotor symptoms of Parkinson's disease (PD) rarely have been investigated. Among these, sensory disturbances, including chronic pain (CP), are frequent in these patients. The aim of this study was to evaluate the changes induced by deep brain stimulation in the perception of sensory stimuli, either noxious or innocuous, mediated by small or large nerve fibers. Sensory detection and pain thresholds were assessed in 25 PD patients all in the off-medication condition with the stimulator turned on or off (on- and off-stimulation conditions, respectively). The relationship between the changes induced by surgery on quantitative sensory testing, spontaneous CP, and motor abilities were studied. Quantitative sensory test results obtained in PD patients were compared with those of age-matched healthy subjects. Chronic pain was present in 72% of patients before vs 36% after surgery (P=.019). Compared with healthy subjects, PD patients had an increased sensitivity to innocuous thermal stimuli and mechanical pain, but a reduced sensitivity to innocuous mechanical stimuli. In addition, they had an increased pain rating when painful thermal stimuli were applied, particularly in the off-stimulation condition. In the on-stimulation condition, there was an increased sensitivity to innocuous thermal stimuli but a reduced sensitivity to mechanical or thermal pain. Pain provoked by thermal stimuli was reduced when the stimulator was turned on. Motor improvement positively correlated with changes in warm detection and heat pain thresholds. Subthalamic nucleus deep brain stimulation contributes to relieve pain associated with PD and specifically modulates small fiber-mediated sensations."
166,Care for child development: basic science rationale and effects of interventions.,"The past few years have witnessed increasing interest in devising programs to enhance early childhood development. We review current understandings of brain development, recent advances in this field, and their implications for clinical interventions. An expanding body of basic science laboratory data demonstrates that several interventions, including environmental enrichment, level of parental interaction, erythropoietin, antidepressants, transcranial magnetic stimulation, transcranial direct current stimulation, hypothermia, nutritional supplements, and stem cells, can enhance cerebral plasticity. Emerging clinical data, using functional magnetic resonance imaging and clinical evaluations, also support the hypothesis that clinical interventions can increase the developmental potential of children, rather than merely allowing the child to achieve an already predetermined potential. Such interventions include early developmental enrichment programs, which have improved cognitive function; high-energy and high-protein diets, which have increased brain growth in infants with perinatal brain damage; constraint-induced movement therapy, which has improved motor function in patients with stroke, cerebral palsy, and cerebral hemispherectomy; and transcranial magnetic stimulation, which has improved motor function in stroke patients."
167,Neuromuscular electrical stimulation has a global effect on corticospinal excitability for leg muscles and a focused effect for hand muscles.,"The afferent volley generated during neuromuscular electrical stimulation (NMES) can increase the excitability of human corticospinal (CS) pathways to muscles of the leg and hand. Over time, such increases can strengthen CS pathways damaged by injury or disease and result in enduring improvements in function. There is some evidence that NMES affects CS excitability differently for muscles of the leg and hand, although a direct comparison has not been conducted. Thus, the present experiments were designed to compare the strength and specificity of NMES-induced changes in CS excitability for muscles of the leg and hand. Two hypotheses were tested: (1) For muscles innervated by the stimulated nerve (target muscles), CS excitability will increase more for the hand than for the leg. (2) For muscles not innervated by the stimulated nerve (non-target muscles), CS excitability will increase for muscles of the leg but not muscles of the hand. NMES was delivered over the common peroneal (CP) nerve in the leg or the median nerve at the wrist using a 1-ms pulse width in a 20 s on, 20 s off cycle for 40 min. The intensity was set to evoke an M-wave that was ~15% of the maximal M-wave in the target muscle: tibialis anterior (TA) in the leg and abductor pollicis brevis (APB) in the hand. Ten motor-evoked potentials (MEPs) were recorded from the target muscles and from 2 non-target muscles of each limb using transcranial magnetic stimulation delivered over the ""hotspot"" for each muscle before and after the NMES. MEP amplitude increased significantly for TA (by 45 ± 6%) and for APB (56 ± 8%), but the amplitude of these increases was not different. In non-target muscles, MEPs increased significantly for muscles of the leg (42 ± 4%), but not the hand. Although NMES increased CS excitability for target muscles to the same extent in the leg and hand, the differences in the effect on non-target muscles suggest that NMES has a ""global"" effect on CS excitability for the leg and a ""focused"" effect for the hand. These differences may reflect differences in the specificity of afferent projections to the cortex. Global increases in CS excitability for the leg could be advantageous for rehabilitation as NMES applied to one muscle could strengthen CS pathways and enhance function for multiple muscles."
168,Anisotropy of transcallosal motor fibres indicates functional impairment in children with periventricular leukomalacia.,"Aim:In children with bilateral spastic cerebral palsy (CP), periventricular leukomalacia (PVL) is commonly identified on magnetic resonance imaging. We characterized this white matter condition by examining callosal microstructure, interhemispheric inhibitory competence (IIC), and mirror movements.Method:We examined seven children (age range 11y 9mo-17y 9mo, median age 15y 10mo, four females, three males) with bilateral spastic CP/PVL (Gross Motor Function Classification System level I or II, Manual Ability Classification System level I) and 12 age-matched controls (age range 11y 7mo-17y 1mo, median age 15y 6mo, seven females, five males). Fractional anisotropy of the transcallosal motor fibres (TCMF) and the corticospinal tract (CST) of both sides were calculated. The parameters of IIC (transcranial magnetic stimulation) and mirror movements were measured using a standardized clinical examination and a computer-based hand motor test.Results:Fractional anisotropy was lower in children with bilateral spastic CP/PVL regarding the TCMF, but not the left or right CST. Resting motor threshold was elevated in children with bilateral spastic CP/PVL whereas measures of IIC tended to be lower. Mirror movements were markedly elevated in bilateral spastic CP/PVL.Interpretation:This study provides new information on different aspects of motor function in children with bilateral spastic CP/PVL. Decreased fractional anisotropy of TCMF is consistent with impairment of hand motor function in children with bilateral spastic CP/PVL. The previously overlooked microstructure of the TCMF may serve as a potential indicator for hand motor function in patients with bilateral spastic CP/PVL."
169,[Slowly progressive dysarthria in primary lateral sclerosis].,"Slowly progressive dysarthria over many years may be the only sign of primary lateral sclerosis (PLS). Clinically it presents as pseudobulbar palsy which can be differentiated from amyotrophic lateral sclerosis (ALS) by the longer disease duration (> or =4 years), central pathological magnetic-evoked potentials to the tongue and lack of denervation in EMG. In contrast, hereditary spastic paraplegia (HSP) is characterized by a primary spasticity of the lower limbs, mostly later onset, the fact that other family members are affected and in isolated cases by positive genetic testing for mutations."
170,Hand function in relation to brain lesions and corticomotor-projection pattern in children with unilateral cerebral palsy.,"Aim:To investigate relationships between hand function, brain lesions, and corticomotor projections in children with unilateral cerebral palsy (CP).Method:The study included 17 children (nine males, eight females; mean age 11.4 [SD 2.4] range 7-16 y), with unilateral CP at Gross Motor Function Classification System level I and Manual Ability Classification System level I or II. Hand function was assessed with the Box and Blocks test and Assisting Hand Assessment (AHA). Conventional structural magnetic resonance images were assessed visually for type, location, and extent of brain lesions. Single-pulse transcranial magnetic stimulation (TMS) provided information on organization of corticomotor projections.Results:The most favourable hand function was seen in children who had white-matter damage of immaturity with mild white-matter loss and contralateral motor projections. Children with ipsilateral projections had the most impaired function. Nevertheless, in this subgroup a range of ability was seen (AHA 29-59%). Motor-projection patterns appeared to be influenced by lesion extent and location, but not by lesion type.Interpretation:Combining information from structural magnetic resonance images and TMS can improve prediction of hand function. A wide variation in hand function was seen within all motor-projection patterns. Although the most impaired hand function was seen in the ipsilateral motor-projection group, some children in this group had fairly good ability. Such information is important for treatment planning."
171,"Experience, cortical remapping, and recovery in brain disease.","Recovery of motor function in brain and spinal cord disorders is an area of active research that seeks to maximize improvement after an episode of neuronal death or dysfunction. Recovery likely results from changes in structure and function of undamaged neurons, and this plasticity is a target for rehabilitative strategies. Sensory and motor function are mapped onto brain regions somatotopically, and these maps have been demonstrated to change in response to experience, particularly in development, but also in adults after injury. The map concept, while appealing, is limited, as the fine structure of the motor representation is not well-ordered somatotopically. But after stroke, the spared areas of the main cortical map for movement appear to participate in representing affected body parts, expanding representation in an experience-dependent manner. This occurs in both animal models and human clinical trials, although one must be cautious in comparing the results of invasive electrophysiological techniques with non-invasive ones such as transcranial magnetic stimulation. Developmental brain disorders, such as cerebral palsy, and embryonic abnormalities, such as dysmelia, demonstrate the potential of the human brain to remap the motor system. Future therapies may be able to use that potential to maximize recovery."
172,Brain connectivity: finding a cause.,A new study combining double-coil transcranial magnetic stimulation (TMS) with TMS-induced 'virtual lesions' of the brain shows that the anterior intraparietal cortex causally influences interactions between ventral premotor and primary motor cortex during grasping.
173,INCITE: A randomised trial comparing constraint induced movement therapy and bimanual training in children with congenital hemiplegia.,"Background:Congenital hemiplegia is the most common form of cerebral palsy (CP) accounting for 1 in 1300 live births. These children have limitations in capacity to use the impaired upper limb and bimanual coordination deficits which impact on daily activities and participation in home, school and community life. There are currently two diverse intensive therapy approaches. Traditional therapy has adopted a bimanual approach (BIM training) and recently, constraint induced movement therapy (CIMT) has emerged as a promising unimanual approach. Uncertainty remains about the efficacy of these interventions and characteristics of best responders. This study aims to compare the efficacy of CIMT to BIM training to improve outcomes across the ICF for school children with congenital hemiplegia.Methods/design:A matched pairs randomised comparison design will be used with children matched by age, gender, side of hemiplegia and level of upper limb function. Based on power calculations a sample size of 52 children (26 matched pairs) will be recruited. Children will be randomised within pairs to receive either CIMT or BIM training. Both interventions will use an intensive activity based day camp model, with groups receiving the same dosage of intervention delivered in the same environment (total 60 hours over 10 days). A novel circus theme will be used to enhance motivation. Groups will be compared at baseline, then at 3, 26 and 52 weeks following intervention. Severity of congenital hemiplegia will be classified according to brain structure (MRI and white matter fibre tracking), cortical excitability using Transcranial Magnetic Stimulation (TMS), functional use of the hand in everyday tasks (Manual Ability Classification System) and Gross Motor Function Classification System (GMFCS). Outcomes will address neurovascular changes (functional MRI, functional connectivity), and brain (re)organisation (TMS), body structure and function (range of motion, spasticity, strength and sensation), activity limitations (upper limb unimanual capacity and bimanual motor coordination), participation restrictions (in home, school and recreation), environmental (barriers and facilitators to participation) and quality of life.Discussion:This paper outlines the theoretical basis, study hypotheses and outcome measures for a matched pairs randomised trial comparing CIMT and BIM training to improve outcomes across the ICF.Trial registration:ACTRN12609000912280."
174,Motor mapping in cerebral palsy.,"The measurement of motor deficits in individuals with cerebral palsy (CP) has been largely based on clinical criteria. Yet functional imaging and non-invasive stimulation methods provide a means to measure directly abnormalities of the motor system. The size and location of muscles and movement representations can be determined with transcranial magnetic stimulation (TMS) and functional magnetics resonance imaging. Thus the homunculus can be individually mapped in children with CP. Because size of representation within the homunculus relates to quality of motor control, measurement of the distance between body parts provides a metric that may be useful in classifying deficits. Bilateral motor control in one hemisphere, while normal in neonates, persists variably in CP, providing another physiological metric. In this study, we used TMS to measure hand and ankle representations in a convenience sample of children with spastic CP. Overlapping thumb and ankle maps were found in children with both hemiplegia and diplegia, and these maps may be from either side of the body. While more participants are required to make conclusions about disability and compression/bilaterality of the homunculus, it appears as if TMS-derived metrics relate to motor abnormalities. These abnormal motor maps also are a therapeutic target, as stimulation methods are being developed as adjuncts to physical means of rehabilitation."
175,Unaffected motor cortex remodeling after hemispherectomy in an epileptic cerebral palsy patient. A TMS and fMRI study.,"Purpose:Here we describe pre- and post-operative neurophysiological and functional magnetic resonance imaging (fMRI) findings in a young epileptic girl with right hemiplegic cerebral palsy. Our findings demonstrate the feasibility of transcranial magnetic stimulation (TMS) and fMRI for predicting a post-surgical outcome and for evaluating functional cortical reorganization.Methods:We used TMS and fMRI to evaluate the excitability of the human motor cortex and cortical map representation before and after functional hemispherectomy. TMS was performed using single- and paired-pulse stimulation protocol. Cortical silent periods (CSPs), short interval intra-cortical inhibition (SICI), volume, area and center of gravity (CoG) of cortical map representation were studied before and after surgery. fMRI was done using the blood oxygenation level dependent (BOLD) technique with block-designed protocols.Results:After surgery the patient showed an improvement of her clinical status and TMS and fMRI demonstrated a reshaping of cortical representation of motor cortex and a significant reduction of cortical silent periods.Discussion:Before surgery, the combination of a clinical, neurophysiological and neuro-radiological approach may be predictable of the neurological outcome in epileptic patients. Moreover, the patient we describe provides new pieces of information in the mechanisms of plasticity underlying motor recovery after epilepsy surgery."
176,Brain function decline in healthy retired athletes who sustained their last sports concussion in early adulthood.,"Recent studies have shown that the detrimental effects of sports concussions on cognitive and motor function may persist up to a few years post-injury. The present study sought to investigate the effects of having sustained a sports concussion more than 30 years prior to testing on cognitive and motor functions. Nineteen healthy former athletes, in late adulthood (mean age = 60.79; SD = 5.16), who sustained their last sport-related concussion in early adulthood (mean age = 26.05; SD = 9.21) were compared with 21 healthy former athletes with no history of concussion (mean age = 58.89; SD = 9.07). Neuropsychological tests sensitive to age-related changes in cognition were administered. An auditory oddball paradigm was used to evoke P3a and P3b brain responses. Four TMS paradigms were employed to assess motor cortex excitability: (i) resting motor threshold; (ii) paired-pulse intracortical inhibition and intracortical facilitation; (iii) input/output curve and (iv) cortical silent period (CSP). A rapid alternating movement task was also used to characterize motor system dysfunctions. Relative to controls, former athletes with a history of concussion had: (i) lower performance on neuropsychological tests of episodic memory and response inhibition; (ii) significantly delayed and attenuated P3a/P3b components; (iii) significantly prolonged CSP and (iv) significantly reduced movement velocity (bradykinesia). The finding that the P3, the CSP as well as neuropsychological and motor indices were altered more than three decades post-concussion provides evidence for the chronicity of cognitive and motor system changes consecutive to sports concussion."
177,Antidepressant-like effects of nicotine and transcranial magnetic stimulation in the olfactory bulbectomy rat model of depression.,"In this study, we compared the depression-like symptoms induced by olfactory bulbectomy (OBX) in the two inbred Wistar and Long Evans rat strains. We also analyzed the self-regulated oral intake of nicotine in these strains and the effect of nicotine on the depression-like symptoms of olfactory bulbectomy. Furthermore, we compared the antidepressant-like effects of nicotine on Wistar rats to those of transcranial magnetic stimulation (TMS), which has emerged as a therapeutic alternative for depression management. Our results show that Wistar rats develop depression-like symptoms, demonstrated by the forced swim test (FST), 4 weeks after OBX. However, in bulbectomized Long Evans rats these symptoms cannot be assessed due to a higher degree of variability of the swimming behavior of this strain. These results suggest that there are some innate differences in susceptibility to stress between these two rat strains. In Wistar rats, voluntary oral nicotine intake (1.2 mg/(kg day) for 14 days) as well as nicotine administered as a single daily i.p. injection (1.5 mg/(kg day) for 14 days) decrease the depression-like symptoms of OBX. Daily transcranial magnetic stimulation (60 Hz and 0.7 mT for 2h/day for 14 days) also decreases depression-like symptoms but is less effective than nicotine. In conclusion, our results support the idea that there are possible innate differences for depression susceptibility and that nicotine and TMS may be useful in the treatment of this syndrome."
178,Functional topography of early periventricular brain lesions in relation to cytoarchitectonic probabilistic maps.,"Early periventricular brain lesions can not only cause cerebral palsy, but can also induce a reorganization of language. Here, we asked whether these different functional consequences can be attributed to topographically distinct portions of the periventricular white matter damage. Eight patients with pre- and perinatally acquired left-sided periventricular brain lesions underwent focal transcranial magnetic stimulation to assess the integrity of cortico-spinal hand motor projections, and functional MRI to determine the hemispheric organization of language production. MRI lesion-symptom mapping revealed that two distinct portions of the periventricular lesions were critically involved in the disruption of cortico-spinal hand motor projections on the one hand and in the induction of language reorganization into the contra-lesional right hemisphere on the other hand. Both regions are located in a position compatible with the course of cortico-spinal/cortico-nuclear projections of the primary motor cortex in the periventricular white matter, as determined by the stereotaxic probabilistic cytoarchitectonic atlas developed by the Jülich group."
179,Upper limb corticomotor projections and physiological changes that occur with botulinum toxin-A therapy in children with hemiplegic cerebral palsy.,"Aim:To investigate the corticomotor projection to the upper limb in children with hemiplegic cerebral palsy (CP) and the changes that occur with botulinum toxin (BTX)-A.Methods:The study design is a pilot prospective randomized trial. Twenty-two children with hemiplegic CP aged 7 years to 13 years 11 months were recruited. Treatment group (12) received one series of BTX-A injections into the upper limb. Control group (10) did not receive upper limb BTX-A. All participants except one treatment group participant also received lower limb BTX-A. Transcranial magnetic stimulation (TMS) was performed at baseline, and 1, 3 and 6 months post-injection. Outcome measures were: change in position of affected and unaffected side first dorsal interosseous optimal site of stimulation (OPTx).Results:A shift in affected and unaffected side OPTx was observed for both treatment and control groups, and there was no statistically significant difference between groups at 1, 3 or 6 months. Poor tolerance of TMS cortical stimuli >80% was observed.Conclusion:Corticomotor projections associated with the upper limb in children with hemiplegic CP show significant variability over a 6-month period. This variability may reflect central motor reorganization because of systemic BTX-A effect or developmental changes. Upper limb BTX-A therapy is associated with reorganization of both affected and unaffected projections. Poor tolerance of the TMS procedure, in conjunction with higher cortical thresholds, may limit the usefulness of TMS as an investigatory tool in young children with movement disorders."
180,Transcranial magnetic stimulation in children.,"Developmental disabilities (e.g. attention deficit disorder; cerebral palsy) are frequently associated with deviations of the typical pattern of motor skill maturation. Neurophysiologic tools, such as transcranial magnetic stimulation (TMS), which probe motor cortex function, can potentially provide insights into both typical neuromotor maturation and the mechanisms underlying the motor skill deficits in children with developmental disabilities. These insights may set the stage for finding effective interventions for these disorders. We review the literature pertaining to the use of TMS in pediatrics. Most TMS-evoked parameters show age-related changes in typically developing children and some of these are abnormal in a number of childhood-onset neurological disorders. Although no TMS-evoked parameters are diagnostic for any disorder, changes in certain parameters appear to reflect disease burden or may provide a measure of treatment-related improvement. Furthermore, TMS may be especially useful when combined with other neurophysiologic modalities (e.g. fMRI). However, much work remains to be done to determine if TMS-evoked parameters can be used as valid and reliable biomarkers for disease burden, the natural history of neurological injury and repair, and the efficacy of pharmacological and rehabilitation interventions."
